> setting tensorboard ...
WARNING: one_logger package is required to enable e2e metrics tracking. please go to https://confluence.nvidia.com/display/MLWFO/Package+Repositories for details to install it
INFO:megatron.core.timers:(min, max) time across ranks (ms):
    startup-program-entry-spread ...................: (0.34, 7.35)
    startup-library-setup ..........................: (23336.78, 23348.10)
    startup-program-setup ..........................: (138.86, 142.04)
    startup-in-process-setup .......................: (0.00, 0.00)
    startup-in-job-setup ...........................: (36.08, 38.02)
    startup-initialize-megatron ....................: (5764.38, 5768.28)
    startup-set-jit-fusion-options .................: (5835.63, 5845.66)
    all-reduce-start-timestamps-tensor .............: (2.54, 12.58)
    startup-megatron-init-local ....................: (11650.18, 11652.94)
    startup-megatron-init-global ...................: (35137.25, 35138.68)
INFO:megatron.core.timers:(min, max) time across ranks (ms):
    load-checkpoint ................................: (8613.38, 8613.53)
INFO:megatron.core.timers:(min, max) time across ranks (ms):
    model-and-optimizer-setup ......................: (9215.54, 9216.04)
    train/valid/test-data-iterators-setup ..........: (388.94, 407.34)
 [2026-03-27 18:07:45.240728] iteration    86001/  100000 | consumed samples:     88065024 | elapsed time per iteration (ms): 5916.7 | learning rate: 4.336733E-05 | global batch size:  1024 | lm loss: 2.114113E+00 | loss scale: 1.0 | grad norm: 0.085 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-27 18:07:47.356985] iteration    86002/  100000 | consumed samples:     88066048 | elapsed time per iteration (ms): 4016.4 | learning rate: 4.336545E-05 | global batch size:  1024 | lm loss: 2.126406E+00 | loss scale: 1.0 | grad norm: 0.074 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-27 18:07:49.453019] iteration    86003/  100000 | consumed samples:     88067072 | elapsed time per iteration (ms): 2095.8 | learning rate: 4.336357E-05 | global batch size:  1024 | lm loss: 2.138417E+00 | loss scale: 1.0 | grad norm: 0.083 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-27 18:07:51.579948] iteration    86004/  100000 | consumed samples:     88068096 | elapsed time per iteration (ms): 2126.6 | learning rate: 4.336169E-05 | global batch size:  1024 | lm loss: 2.119740E+00 | loss scale: 1.0 | grad norm: 0.082 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-27 18:07:53.733635] iteration    86005/  100000 | consumed samples:     88069120 | elapsed time per iteration (ms): 2153.4 | learning rate: 4.335981E-05 | global batch size:  1024 | lm loss: 2.120467E+00 | loss scale: 1.0 | grad norm: 0.072 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-27 18:07:55.923731] iteration    86006/  100000 | consumed samples:     88070144 | elapsed time per iteration (ms): 2189.8 | learning rate: 4.335794E-05 | global batch size:  1024 | lm loss: 2.122363E+00 | loss scale: 1.0 | grad norm: 0.070 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-27 18:07:58.065859] iteration    86007/  100000 | consumed samples:     88071168 | elapsed time per iteration (ms): 2141.8 | learning rate: 4.335606E-05 | global batch size:  1024 | lm loss: 2.126327E+00 | loss scale: 1.0 | grad norm: 0.075 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-27 18:08:00.218668] iteration    86008/  100000 | consumed samples:     88072192 | elapsed time per iteration (ms): 2152.5 | learning rate: 4.335419E-05 | global batch size:  1024 | lm loss: 2.157639E+00 | loss scale: 1.0 | grad norm: 0.073 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-27 18:08:02.368775] iteration    86009/  100000 | consumed samples:     88073216 | elapsed time per iteration (ms): 2149.8 | learning rate: 4.335231E-05 | global batch size:  1024 | lm loss: 2.114423E+00 | loss scale: 1.0 | grad norm: 0.070 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-27 18:08:04.511953] iteration    86010/  100000 | consumed samples:     88074240 | elapsed time per iteration (ms): 2142.9 | learning rate: 4.335043E-05 | global batch size:  1024 | lm loss: 2.119588E+00 | loss scale: 1.0 | grad norm: 0.068 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-27 18:08:06.677049] iteration    86011/  100000 | consumed samples:     88075264 | elapsed time per iteration (ms): 2164.8 | learning rate: 4.334855E-05 | global batch size:  1024 | lm loss: 2.100452E+00 | loss scale: 1.0 | grad norm: 0.074 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-27 18:08:08.859348] iteration    86012/  100000 | consumed samples:     88076288 | elapsed time per iteration (ms): 2182.0 | learning rate: 4.334668E-05 | global batch size:  1024 | lm loss: 2.123619E+00 | loss scale: 1.0 | grad norm: 0.072 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-27 18:08:11.070517] iteration    86013/  100000 | consumed samples:     88077312 | elapsed time per iteration (ms): 2210.9 | learning rate: 4.334480E-05 | global batch size:  1024 | lm loss: 2.142626E+00 | loss scale: 1.0 | grad norm: 0.067 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-27 18:08:13.259359] iteration    86014/  100000 | consumed samples:     88078336 | elapsed time per iteration (ms): 2188.6 | learning rate: 4.334293E-05 | global batch size:  1024 | lm loss: 2.112667E+00 | loss scale: 1.0 | grad norm: 0.069 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-27 18:08:15.454488] iteration    86015/  100000 | consumed samples:     88079360 | elapsed time per iteration (ms): 2194.8 | learning rate: 4.334105E-05 | global batch size:  1024 | lm loss: 2.126870E+00 | loss scale: 1.0 | grad norm: 0.074 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-27 18:08:17.639734] iteration    86016/  100000 | consumed samples:     88080384 | elapsed time per iteration (ms): 2185.0 | learning rate: 4.333918E-05 | global batch size:  1024 | lm loss: 2.119349E+00 | loss scale: 1.0 | grad norm: 0.071 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-27 18:08:19.746810] iteration    86017/  100000 | consumed samples:     88081408 | elapsed time per iteration (ms): 2106.8 | learning rate: 4.333730E-05 | global batch size:  1024 | lm loss: 2.140228E+00 | loss scale: 1.0 | grad norm: 0.059 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-27 18:08:21.920095] iteration    86018/  100000 | consumed samples:     88082432 | elapsed time per iteration (ms): 2173.0 | learning rate: 4.333543E-05 | global batch size:  1024 | lm loss: 2.133820E+00 | loss scale: 1.0 | grad norm: 0.068 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-27 18:08:24.123213] iteration    86019/  100000 | consumed samples:     88083456 | elapsed time per iteration (ms): 2202.8 | learning rate: 4.333355E-05 | global batch size:  1024 | lm loss: 2.138948E+00 | loss scale: 1.0 | grad norm: 0.073 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-27 18:08:26.233157] iteration    86020/  100000 | consumed samples:     88084480 | elapsed time per iteration (ms): 2109.7 | learning rate: 4.333167E-05 | global batch size:  1024 | lm loss: 2.140313E+00 | loss scale: 1.0 | grad norm: 0.064 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-27 18:08:28.422972] iteration    86021/  100000 | consumed samples:     88085504 | elapsed time per iteration (ms): 2189.5 | learning rate: 4.332980E-05 | global batch size:  1024 | lm loss: 2.127046E+00 | loss scale: 1.0 | grad norm: 0.072 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-27 18:08:30.576981] iteration    86022/  100000 | consumed samples:     88086528 | elapsed time per iteration (ms): 2153.7 | learning rate: 4.332792E-05 | global batch size:  1024 | lm loss: 2.148248E+00 | loss scale: 1.0 | grad norm: 0.069 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-27 18:08:32.770499] iteration    86023/  100000 | consumed samples:     88087552 | elapsed time per iteration (ms): 2193.2 | learning rate: 4.332605E-05 | global batch size:  1024 | lm loss: 2.136560E+00 | loss scale: 1.0 | grad norm: 0.062 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-27 18:08:34.962855] iteration    86024/  100000 | consumed samples:     88088576 | elapsed time per iteration (ms): 2192.1 | learning rate: 4.332417E-05 | global batch size:  1024 | lm loss: 2.118962E+00 | loss scale: 1.0 | grad norm: 0.068 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-27 18:08:37.112103] iteration    86025/  100000 | consumed samples:     88089600 | elapsed time per iteration (ms): 2149.0 | learning rate: 4.332230E-05 | global batch size:  1024 | lm loss: 2.091782E+00 | loss scale: 1.0 | grad norm: 0.067 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-27 18:08:39.281440] iteration    86026/  100000 | consumed samples:     88090624 | elapsed time per iteration (ms): 2169.0 | learning rate: 4.332043E-05 | global batch size:  1024 | lm loss: 2.137053E+00 | loss scale: 1.0 | grad norm: 0.067 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-27 18:08:41.469144] iteration    86027/  100000 | consumed samples:     88091648 | elapsed time per iteration (ms): 2187.4 | learning rate: 4.331855E-05 | global batch size:  1024 | lm loss: 2.146718E+00 | loss scale: 1.0 | grad norm: 0.067 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-27 18:08:43.674247] iteration    86028/  100000 | consumed samples:     88092672 | elapsed time per iteration (ms): 2204.8 | learning rate: 4.331668E-05 | global batch size:  1024 | lm loss: 2.140705E+00 | loss scale: 1.0 | grad norm: 0.069 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-27 18:08:45.853704] iteration    86029/  100000 | consumed samples:     88093696 | elapsed time per iteration (ms): 2178.5 | learning rate: 4.331480E-05 | global batch size:  1024 | lm loss: 2.137808E+00 | loss scale: 1.0 | grad norm: 0.062 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-27 18:08:48.064461] iteration    86030/  100000 | consumed samples:     88094720 | elapsed time per iteration (ms): 2210.5 | learning rate: 4.331293E-05 | global batch size:  1024 | lm loss: 2.106193E+00 | loss scale: 1.0 | grad norm: 0.071 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-27 18:08:50.226161] iteration    86031/  100000 | consumed samples:     88095744 | elapsed time per iteration (ms): 2161.4 | learning rate: 4.331105E-05 | global batch size:  1024 | lm loss: 2.119900E+00 | loss scale: 1.0 | grad norm: 0.067 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-27 18:08:52.318251] iteration    86032/  100000 | consumed samples:     88096768 | elapsed time per iteration (ms): 2091.8 | learning rate: 4.330918E-05 | global batch size:  1024 | lm loss: 2.125925E+00 | loss scale: 1.0 | grad norm: 0.061 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-27 18:08:54.548906] iteration    86033/  100000 | consumed samples:     88097792 | elapsed time per iteration (ms): 2229.8 | learning rate: 4.330731E-05 | global batch size:  1024 | lm loss: 2.114723E+00 | loss scale: 1.0 | grad norm: 0.066 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-27 18:08:56.731674] iteration    86034/  100000 | consumed samples:     88098816 | elapsed time per iteration (ms): 2182.5 | learning rate: 4.330543E-05 | global batch size:  1024 | lm loss: 2.138928E+00 | loss scale: 1.0 | grad norm: 0.069 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-27 18:08:58.935443] iteration    86035/  100000 | consumed samples:     88099840 | elapsed time per iteration (ms): 2203.5 | learning rate: 4.330356E-05 | global batch size:  1024 | lm loss: 2.113215E+00 | loss scale: 1.0 | grad norm: 0.064 | number of skipped iterations:   0 | number of nan iterations:   0 |
