> setting tensorboard ...
WARNING: one_logger package is required to enable e2e metrics tracking. please go to https://confluence.nvidia.com/display/MLWFO/Package+Repositories for details to install it
INFO:megatron.core.timers:(min, max) time across ranks (ms):
    startup-program-entry-spread ...................: (0.23, 3.43)
    startup-library-setup ..........................: (8343.83, 9430.52)
    startup-program-setup ..........................: (48.75, 55.18)
    startup-in-process-setup .......................: (0.00, 0.00)
    startup-in-job-setup ...........................: (35.70, 39.32)
    startup-initialize-megatron ....................: (2334.95, 3425.88)
    startup-set-jit-fusion-options .................: (3015.66, 3302.35)
    all-reduce-start-timestamps-tensor .............: (2.86, 289.59)
    startup-megatron-init-local ....................: (5679.52, 6767.68)
    startup-megatron-init-global ...................: (15161.34, 15161.82)
INFO:megatron.core.timers:(min, max) time across ranks (ms):
    load-checkpoint ................................: (6936.58, 6936.63)
INFO:megatron.core.timers:(min, max) time across ranks (ms):
    model-and-optimizer-setup ......................: (7095.16, 7095.54)
    train/valid/test-data-iterators-setup ..........: (303.47, 313.57)
 [2026-03-24 19:12:13.064807] iteration     8001/  100000 | consumed samples:      8193024 | elapsed time per iteration (ms): 3456.2 | learning rate: 2.975097E-04 | global batch size:  1024 | lm loss: 2.384480E+00 | loss scale: 1.0 | grad norm: 0.103 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-24 19:12:15.150057] iteration     8002/  100000 | consumed samples:      8194048 | elapsed time per iteration (ms): 2770.6 | learning rate: 2.975088E-04 | global batch size:  1024 | lm loss: 2.387189E+00 | loss scale: 1.0 | grad norm: 0.101 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-24 19:12:17.234463] iteration     8003/  100000 | consumed samples:      8195072 | elapsed time per iteration (ms): 2084.1 | learning rate: 2.975080E-04 | global batch size:  1024 | lm loss: 2.386335E+00 | loss scale: 1.0 | grad norm: 0.094 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-24 19:12:19.333299] iteration     8004/  100000 | consumed samples:      8196096 | elapsed time per iteration (ms): 2098.5 | learning rate: 2.975072E-04 | global batch size:  1024 | lm loss: 2.382162E+00 | loss scale: 1.0 | grad norm: 0.099 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-24 19:12:21.438824] iteration     8005/  100000 | consumed samples:      8197120 | elapsed time per iteration (ms): 2105.2 | learning rate: 2.975063E-04 | global batch size:  1024 | lm loss: 2.375607E+00 | loss scale: 1.0 | grad norm: 0.094 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-24 19:12:23.534079] iteration     8006/  100000 | consumed samples:      8198144 | elapsed time per iteration (ms): 2095.0 | learning rate: 2.975055E-04 | global batch size:  1024 | lm loss: 2.360927E+00 | loss scale: 1.0 | grad norm: 0.089 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-24 19:12:25.638359] iteration     8007/  100000 | consumed samples:      8199168 | elapsed time per iteration (ms): 2104.0 | learning rate: 2.975047E-04 | global batch size:  1024 | lm loss: 2.382091E+00 | loss scale: 1.0 | grad norm: 0.097 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-24 19:12:27.754274] iteration     8008/  100000 | consumed samples:      8200192 | elapsed time per iteration (ms): 2115.6 | learning rate: 2.975039E-04 | global batch size:  1024 | lm loss: 2.387042E+00 | loss scale: 1.0 | grad norm: 0.097 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-24 19:12:29.855209] iteration     8009/  100000 | consumed samples:      8201216 | elapsed time per iteration (ms): 2100.7 | learning rate: 2.975030E-04 | global batch size:  1024 | lm loss: 2.383222E+00 | loss scale: 1.0 | grad norm: 0.094 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-24 19:12:31.962461] iteration     8010/  100000 | consumed samples:      8202240 | elapsed time per iteration (ms): 2106.1 | learning rate: 2.975022E-04 | global batch size:  1024 | lm loss: 2.373577E+00 | loss scale: 1.0 | grad norm: 0.111 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-24 19:12:34.064013] iteration     8011/  100000 | consumed samples:      8203264 | elapsed time per iteration (ms): 2101.3 | learning rate: 2.975014E-04 | global batch size:  1024 | lm loss: 2.395478E+00 | loss scale: 1.0 | grad norm: 0.092 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-24 19:12:36.166054] iteration     8012/  100000 | consumed samples:      8204288 | elapsed time per iteration (ms): 2101.8 | learning rate: 2.975005E-04 | global batch size:  1024 | lm loss: 2.395124E+00 | loss scale: 1.0 | grad norm: 0.127 | number of skipped iterations:   0 | number of nan iterations:   0 |
