step,error
1,0.024240000000000705
2,0.024050000000000793
3,0.025009999999999977
4,0.022499999999999076
5,0.0194700000000001
6,0.018180000000000973
7,0.021300000000000097
8,0.020210000000000505
9,0.021739999999999426
10,0.02012999999999998
11,0.022529999999999717
12,0.02275999999999989
13,0.022059999999999746
14,0.0216700000000003
15,0.02207999999999899
16,0.021069999999999922
17,0.018940000000000623
18,0.021630000000000038
19,0.020060000000000855
20,0.020839999999999748
21,0.022650000000000503
22,0.02178999999999931
23,0.02167999999999992
24,0.021569999999998757
25,0.02181000000000033
26,0.020030000000000214
27,0.022560000000000358
28,0.022700000000000387
29,0.023229999999999862
30,0.02663000000000082
31,0.02713000000000143
32,0.024079999999999657
33,0.023750000000001492
34,0.025159999999999627
35,0.023730000000000473
36,0.02654999999999852
37,0.02243999999999957
38,0.02538000000000018
39,0.024510000000001142
40,0.025949999999999918
41,0.03300000000000125
42,0.02181999999999995
43,0.026859999999999218
44,0.017940000000001177
45,0.022690000000000765
46,0.028999999999999915
47,0.02103999999999928
48,0.025760000000000005
49,0.028929999999999012
50,0.024939999999999074
51,0.018180000000000973
52,0.02908000000000044
53,-0.0038999999999997925
54,0.013249999999999318
55,0.011379999999999058
56,0.0012500000000006395
57,0.010550000000000281
58,0.0062600000000010425
59,0.015939999999998733
60,0.014459999999999695
61,0.012141999999998987
62,-0.0004349999999995191
63,-0.0234659999999991
64,0.003838000000000008
65,0.005076000000000747
66,0.009668999999998817
67,-0.01578199999999974
68,-0.009817999999999216
69,0.007491999999999166
70,0.011057999999998458
71,0.007142999999999233
72,0.017477999999998772
73,-0.010870000000000601
74,0.009852999999999668
75,0.023301999999999268
76,0.005435000000000301
77,-0.005231999999999459
78,-0.020312000000000552
79,-0.0003350000000015285
80,-0.011210000000000164
81,-0.010030000000000427
82,-0.012575999999999254
83,-0.0148880000000009
84,-0.007141999999999982
85,-0.011699999999999378
86,-0.02134900000000073
87,-0.024668000000000134
88,0.011777999999999622
89,-0.017967999999999762
90,-0.011143000000000569
91,0.010346000000000188
92,-0.006655999999999551
93,-0.0041269999999986595
94,-0.02247600000000105
95,0.005803999999999476
96,0.01486700000000063
97,0.014915000000000234
98,-0.00848399999999927
99,0.0003069999999993911
100,-0.013696999999998738
101,-0.02535199999999982
102,0.004569999999999297
103,-0.017827999999999733
104,0.008309000000000566
105,-0.015558999999999656
106,0.007607999999999393
107,-0.013332999999999373
108,-0.00710899999999981
109,-0.03088599999999886
110,-0.023230000000001638
111,-0.007113999999999621
112,-0.013139000000000678
113,-0.01982700000000115
114,-0.017233999999998417
115,-0.010925000000000296
116,-0.009885000000000588
117,0.0010570000000011959
118,0.0004849999999994026
119,-0.005398000000001346
120,-0.03498900000000127
121,-0.018330999999999875
122,-0.01716799999999985
123,-0.029034000000001114
124,-0.005791999999999575
125,-0.020491999999999067
126,-0.01685900000000018
127,-0.022702999999999918
128,-0.038567999999999714
129,0.022813999999998558
130,0.0008590000000001652
131,-0.00414999999999921
132,0.013849999999999696
133,-0.022698000000000107
134,-0.0010390000000004562
135,-0.011295000000000499
136,-0.013759000000000299
137,-0.008464999999999279
138,-0.030677999999999983
139,0.00022099999999980469
140,-0.015242999999999896
141,0.006120999999998489
142,-0.021655000000000868
143,-0.020780000000000243
144,-0.018921000000000632
145,0.023244000000000042
146,-0.016605999999999455
147,0.02211400000000019
148,-0.028531000000000972
149,-0.01887900000000009
150,0.011205000000000354
151,-0.035232000000000596
152,-0.03219200000000022
153,0.023457999999999757
154,0.0033039999999999736
155,-0.025595000000000923
156,-0.009406000000000247
157,0.004262000000000654
158,0.02826499999999932
159,-0.00960500000000053
160,-0.026536000000000115
161,0.019151000000000806
162,-0.03927399999999892
163,0.024494999999999933
164,0.003492999999998858
165,-0.024372999999998868
166,-0.0039130000000007215
167,-0.016116999999999493
168,0.03400800000000004
169,0.013560000000000016
170,0.02690400000000004
171,-0.027536999999998812
172,0.015589000000000297
173,0.0038079999999993674
174,-0.0193209999999997
175,-0.011333000000000482
176,-0.012171999999999628
177,-0.0049320000000001585
178,-0.04288600000000109
179,-0.0459549999999993
180,-0.02693900000000049
181,-0.006380000000000052
182,-0.013227999999999795
183,0.034862999999999644
184,-0.005345999999999407
185,-0.013576000000000477
186,-0.028804999999998415
187,-0.036424999999999486
188,-0.017891999999999797
189,-0.05163399999999996
190,0.013188999999998785
191,-0.022043999999999286
192,0.0278179999999999
193,-0.009415000000000617
194,-0.018616999999998995
195,-0.024668000000000134
196,-0.015824999999999534
197,-0.008112999999999815
198,-0.00970899999999908
199,0.013106000000000506
200,0.021848999999999563
201,-0.006365999999999872
202,0.001666999999999419
203,-0.022316000000000003
204,-0.006885999999999726
205,-0.008110999999999535
206,-0.017266000000001114
207,0.028997000000000384
208,0.01977699999999949
209,0.0030359999999998166
210,-0.0011860000000005755
211,0.0033609999999999474
212,-0.0030869999999989517
213,0.0008520000000000749
214,-0.023539999999998784
215,0.01222399999999979
216,-0.013206999999999525
217,0.018755999999999773
218,-0.024529000000001133
219,-0.008524999999998784
220,-0.018588999999998634
221,-0.01223300000000016
222,-0.00359900000000124
223,-0.008042999999998912
224,-0.019110999999998768
225,0.0036559999999994375
226,-0.0041440000000001476
227,-0.047432999999999836
228,0.0013809999999985223
229,-0.014866999999998853
230,-0.0483589999999996
231,-0.013851000000000724
232,-0.01582300000000103
233,-0.020799000000000234
234,0.024364000000000274
235,-0.03889400000000087
236,0.009822000000001552
237,0.025703999999999283
238,0.014523000000000508
239,-0.037501999999999924
240,-0.0335649999999994
241,0.055109999999999104
242,-0.015128000000000696
243,0.010260000000000602
244,-0.021297000000000565
245,-0.01823199999999936
246,0.0011179999999999524
247,-0.06105999999999945
248,-0.007140999999998954
249,-0.0024800000000002598
250,-0.03155899999999967
251,-0.02167999999999992
252,-0.005462999999998885
253,0.03652600000000028
254,-0.014433999999999614
255,-0.02567200000000014
256,0.01579399999999964
257,-0.01791399999999932
258,-0.0036199999999997345
259,-0.04042300000000054
260,0.0007549999999998391
261,-0.013681000000000054
262,-0.0014020000000005695
263,-0.035344999999999516
264,0.021157999999999788
265,-0.039556000000001035
266,-0.00022700000000064335
267,0.025722000000000023
268,0.015757000000000687
269,-0.033850000000001046
270,-0.0006360000000000809
271,-0.04165099999999988
272,-0.005297000000000551
273,-0.009569000000000827
274,0.001237000000001487
275,0.022120000000001028
276,-0.02771300000000032
277,-0.015712000000000614
278,0.0005449999999989075
279,-0.019088999999999245
280,0.013064999999999216
281,0.004259000000001123
282,-0.020329000000000264
283,-0.03158800000000106
284,-0.01713999999999949
285,0.01577499999999965
286,-0.052067000000000974
287,0.012881999999999394
288,0.014869999999999273
289,0.02400800000000025
290,-0.04302100000000131
291,-0.03775900000000032
292,-0.017727999999999966
293,-0.024653999999999954
294,-0.03805299999999967
295,-0.03558400000000006
296,-0.008256000000000263
297,-0.02813999999999961
298,-0.024684000000000594
299,-0.002866000000000035
300,-0.07384399999999935
301,-0.020938000000000123
302,-0.009034999999999904
303,0.033962000000000714
304,-0.006605999999999668
305,-0.008760000000000545
306,-0.053456000000000614
307,-0.0036079999999998336
308,0.008176999999999879
309,-0.01874300000000062
310,-0.0051360000000002515
311,0.002199000000000062
312,0.013387999999999955
313,-0.06529700000000016
314,-0.022334999999999994
315,0.0013820000000004384
