INFO:    User not listed in /etc/subuid, trying root-mapped namespace
INFO:    fakeroot command not found, using only root-mapped namespace
INFO:    gocryptfs not found, will not be able to use gocryptfs
[rank1]:[W321 00:37:14.489384829 ProcessGroupNCCL.cpp:5178] Guessing device ID based on global rank. This can cause a hang if rank to GPU mapping is heterogeneous. You can spec[rank3]:[W321 00:37:14.275747764 Procehuggingface/tokenizers: The current process just got forked, after parallelism has already been used. Disabling parallelism to avoid deadlocks...
To disable this warning, you can either:
	- Avoid using `tokenizers` before the fork if possible
	- Explicitly set the environment variable TOKENIZERS_PARALLELISM=(true | false)
huggingface/tokenizers: The current process just got forked, after parallelism has already been used. Disabling parallelism to avoid deadlocks...
To disable this warning, you can either:
	- Avoid using `tokenizers` before the fork if possible
	- Explicitly set the environment variable TOKENIZERS_PARALLELISM=(true | false)
huggingface/tokenizers: The current process just got forked, after parallelism has already been used. Disabling parallelism to avoid deadlocks...
To disable this warning, you can either:
	- Avoid using `tokenizers` before the fork if possible
	- Explicitly set the environment variable TOKENIZERS_PARALLELISM=(true | false)
huggingface/tokenizers: The current process just got forked, after parallelism has already been used. Disabling parallelism to avoid deadlocks...
To disable this warning, you can either:
	- Avoid using `tokenizers` before the fork if possible
	- Explicitly set the environment variable TOKENIZERS_PARALLELISM=(true | false)
huggingface/tokenizers: The current process just got forked, after parallelism has already been used. Disabling parallelism to avoid deadlocks...
To disable this warning, you can either:
	- Avoid using `tokenizers` before the fork if possible
	- Explicitly set the environment variable TOKENIZERS_PARALLELISM=(true | false)
huggingface/tokenizers: The current process just got forked, after parallelism has already been used. Disabling parallelism to avoid deadlocks...
To disable this warning, you can either:
	- Avoid using `tokenizers` before the fork if possible
	- Explicitly set the environment variable TOKENIZERS_PARALLELISM=(true | false)
e fork if possible
	- Explicitly set the environment variable TOKENIZERS_PARALLELISM=(true | false)
huggingface/tokenizers: The current process just got forked, after parallelism has already been used. Disabling parallelism to avoid deadlocks...
To disable this warning, you can either:
	- Avoid using `tokenizers` before the fork if possible
	- Explicitly set the environment variable TOKENIZERS_PARALLELISM=(true | false)
huggingface/tokenizers: The current process just got forked, after parallelism has already been used. Disabling parallelism to avoid deadlocks...
To disable this warning, you can either:
	- Avoid using `tokenizers` before the fork if possible
	- Explicitly set the environment variable TOKENIZERS_PARALLELISM=(true | false)
huggingface/tokenizers: The current process just got forked, after parallelism has already been used. Disabling parallelism to avoid deadlocks...
To disable this warning, you can either:
	- Avoid using `tokenizers` before the fork if possible
	- Explicitly set the environment variable TOKENIZERS_PARALLELISM=(true | false)
INFO:megatron.core.timers:(min, max) time across ranks (ms):
    model-and-optimizer-setup ......................: (160.19, 161.08)
    train/valid/test-data-iterators-setup ..........: (207.50, 217.51)
 [2026-03-21 00:37:29.747664] iteration        1/   10000 | consumed samples:         1024 | elapsed time per iteration (ms): 10378.2 | learning rate: 6.000000E-07 | global batch size:  1024 | lm loss: 1.070049E+01 | loss scale: 1.0 | grad norm: 9.945 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-21 00:37:38.794281] iteration        2/   10000 | consumed samples:         2048 | elapsed time per iteration (ms): 9712.3 | learning rate: 1.200000E-06 | global batch size:  1024 | lm loss: 1.070067E+01 | loss scale: 1.0 | grad norm: 10.152 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-21 00:37:47.854569] iteration        3/   10000 | consumed samples:         3072 | elapsed time per iteration (ms): 9060.1 | learning rate: 1.800000E-06 | global batch size:  1024 | lm loss: 1.069800E+01 | loss scale: 1.0 | grad norm: 10.124 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-21 00:37:56.930443] iteration        4/   10000 | consumed samples:         4096 | elapsed time per iteration (ms): 9075.7 | learning rate: 2.400000E-06 | global batch size:  1024 | lm loss: 1.066337E+01 | loss scale: 1.0 | grad norm: 9.912 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-21 00:38:05.996229] iteration        5/   10000 | consumed samples:         5120 | elapsed time per iteration (ms): 9065.6 | learning rate: 3.000000E-06 | global batch size:  1024 | lm loss: 1.057363E+01 | loss scale: 1.0 | grad norm: 9.993 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-21 00:38:15.065258] iteration        6/   10000 | consumed samples:         6144 | elapsed time per iteration (ms): 9068.9 | learning rate: 3.600000E-06 | global batch size:  1024 | lm loss: 1.052712E+01 | loss scale: 1.0 | grad norm: 9.982 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-21 00:38:24.154891] iteration        7/   10000 | consumed samples:         7168 | elapsed time per iteration (ms): 9089.5 | learning rate: 4.200000E-06 | global batch size:  1024 | lm loss: 1.025864E+01 | loss scale: 1.0 | grad norm: 10.289 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-21 00:38:33.396462] iteration        8/   10000 | consumed samples:         8192 | elapsed time per iteration (ms): 9241.4 | learning rate: 4.800000E-06 | global batch size:  1024 | lm loss: 1.014778E+01 | loss scale: 1.0 | grad norm: 10.629 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-21 00:38:42.491417] iteration        9/   10000 | consumed samples:         9216 | elapsed time per iteration (ms): 9094.8 | learning rate: 5.400000E-06 | global batch size:  1024 | lm loss: 9.787229E+00 | loss scale: 1.0 | grad norm: 10.576 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-21 00:38:51.570607] iteration       10/   10000 | consumed samples:        10240 | elapsed time per iteration (ms): 9079.0 | learning rate: 6.000000E-06 | global batch size:  1024 | lm loss: 9.561008E+00 | loss scale: 1.0 | grad norm: 8.385 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-21 00:39:00.657293] iteration       11/   10000 | consumed samples:        11264 | elapsed time per iteration (ms): 9086.5 | learning rate: 6.600000E-06 | global batch size:  1024 | lm loss: 9.422585E+00 | loss scale: 1.0 | grad norm: 6.996 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-21 00:39:09.723047] iteration       12/   10000 | consumed samples:        12288 | elapsed time per iteration (ms): 9065.6 | learning rate: 7.200000E-06 | global batch size:  1024 | lm loss: 9.267924E+00 | loss scale: 1.0 | grad norm: 7.096 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-21 00:39:18.792932] iteration       13/   10000 | consumed samples:        13312 | elapsed time per iteration (ms): 9069.7 | learning rate: 7.800000E-06 | global batch size:  1024 | lm loss: 9.141092E+00 | loss scale: 1.0 | grad norm: 5.077 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-21 00:39:27.871871] iteration       14/   10000 | consumed samples:        14336 | elapsed time per iteration (ms): 9078.8 | learning rate: 8.400000E-06 | global batch size:  1024 | lm loss: 9.030719E+00 | loss scale: 1.0 | grad norm: 4.605 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-21 00:39:36.933352] iteration       15/   10000 | consumed samples:        15360 | elapsed time per iteration (ms): 9061.3 | learning rate: 9.000000E-06 | global batch size:  1024 | lm loss: 8.965022E+00 | loss scale: 1.0 | grad norm: 4.179 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-21 00:39:45.991485] iteration       16/   10000 | consumed samples:        16384 | elapsed time per iteration (ms): 9058.0 | learning rate: 9.600000E-06 | global batch size:  1024 | lm loss: 8.872846E+00 | loss scale: 1.0 | grad norm: 3.357 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-21 00:39:55.060838] iteration       17/   10000 | consumed samples:        17408 | elapsed time per iteration (ms): 9069.2 | learning rate: 1.020000E-05 | global batch size:  1024 | lm loss: 8.848627E+00 | loss scale: 1.0 | grad norm: 2.733 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-21 00:40:04.118556] iteration       18/   10000 | consumed samples:        18432 | elapsed time per iteration (ms): 9057.6 | learning rate: 1.080000E-05 | global batch size:  1024 | lm loss: 8.770370E+00 | loss scale: 1.0 | grad norm: 2.560 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-21 00:40:13.188848] iteration       19/   10000 | consumed samples:        19456 | elapsed time per iteration (ms): 9070.1 | learning rate: 1.140000E-05 | global batch size:  1024 | lm loss: 8.755196E+00 | loss scale: 1.0 | grad norm: 2.352 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-21 00:40:22.279650] iteration       20/   10000 | consumed samples:        20480 | elapsed time per iteration (ms): 9090.6 | learning rate: 1.200000E-05 | global batch size:  1024 | lm loss: 8.695452E+00 | loss scale: 1.0 | grad norm: 2.190 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-21 00:40:31.375120] iteration       21/   10000 | consumed samples:        21504 | elapsed time per iteration (ms): 9095.3 | learning rate: 1.260000E-05 | global batch size:  1024 | lm loss: 8.686403E+00 | loss scale: 1.0 | grad norm: 1.975 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-21 00:40:40.462867] iteration       22/   10000 | consumed samples:        22528 | elapsed time per iteration (ms): 9087.6 | learning rate: 1.320000E-05 | global batch size:  1024 | lm loss: 8.637413E+00 | loss scale: 1.0 | grad norm: 1.955 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-21 00:40:49.540432] iteration       23/   10000 | consumed samples:        23552 | elapsed time per iteration (ms): 9077.4 | learning rate: 1.380000E-05 | global batch size:  1024 | lm loss: 8.594247E+00 | loss scale: 1.0 | grad norm: 2.213 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-21 00:40:58.610714] iteration       24/   10000 | consumed samples:        24576 | elapsed time per iteration (ms): 9070.1 | learning rate: 1.440000E-05 | global batch size:  1024 | lm loss: 8.564164E+00 | loss scale: 1.0 | grad norm: 4.042 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-21 00:41:07.694050] iteration       25/   10000 | consumed samples:        25600 | elapsed time per iteration (ms): 9083.2 | learning rate: 1.500000E-05 | global batch size:  1024 | lm loss: 8.548212E+00 | loss scale: 1.0 | grad norm: 3.945 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-21 00:41:16.775852] iteration       26/   10000 | consumed samples:        26624 | elapsed time per iteration (ms): 9081.6 | learning rate: 1.560000E-05 | global batch size:  1024 | lm loss: 8.493161E+00 | loss scale: 1.0 | grad norm: 2.072 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-21 00:41:25.870859] iteration       27/   10000 | consumed samples:        27648 | elapsed time per iteration (ms): 9094.8 | learning rate: 1.620000E-05 | global batch size:  1024 | lm loss: 8.489965E+00 | loss scale: 1.0 | grad norm: 6.741 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-21 00:41:34.949975] iteration       28/   10000 | consumed samples:        28672 | elapsed time per iteration (ms): 9079.0 | learning rate: 1.680000E-05 | global batch size:  1024 | lm loss: 8.435631E+00 | loss scale: 1.0 | grad norm: 3.637 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-21 00:41:44.029862] iteration       29/   10000 | consumed samples:        29696 | elapsed time per iteration (ms): 9079.7 | learning rate: 1.740000E-05 | global batch size:  1024 | lm loss: 8.451639E+00 | loss scale: 1.0 | grad norm: 3.079 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-21 00:41:53.090537] iteration       30/   10000 | consumed samples:        30720 | elapsed time per iteration (ms): 9060.5 | learning rate: 1.800000E-05 | global batch size:  1024 | lm loss: 8.368753E+00 | loss scale: 1.0 | grad norm: 2.453 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-21 00:42:02.139746] iteration       31/   10000 | consumed samples:        31744 | elapsed time per iteration (ms): 9049.0 | learning rate: 1.860000E-05 | global batch size:  1024 | lm loss: 8.305984E+00 | loss scale: 1.0 | grad norm: 1.754 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-21 00:42:11.205038] iteration       32/   10000 | consumed samples:        32768 | elapsed time per iteration (ms): 9065.1 | learning rate: 1.920000E-05 | global batch size:  1024 | lm loss: 8.286685E+00 | loss scale: 1.0 | grad norm: 2.524 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-21 00:42:20.271780] iteration       33/   10000 | consumed samples:        33792 | elapsed time per iteration (ms): 9066.6 | learning rate: 1.980000E-05 | global batch size:  1024 | lm loss: 8.222181E+00 | loss scale: 1.0 | grad norm: 2.868 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-21 00:42:29.380880] iteration       34/   10000 | consumed samples:        34816 | elapsed time per iteration (ms): 9108.9 | learning rate: 2.040000E-05 | global batch size:  1024 | lm loss: 8.181495E+00 | loss scale: 1.0 | grad norm: 1.898 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-21 00:42:38.478594] iteration       35/   10000 | consumed samples:        35840 | elapsed time per iteration (ms): 9097.6 | learning rate: 2.100000E-05 | global batch size:  1024 | lm loss: 8.126282E+00 | loss scale: 1.0 | grad norm: 2.744 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-21 00:42:47.560674] iteration       36/   10000 | consumed samples:        36864 | elapsed time per iteration (ms): 9081.9 | learning rate: 2.160000E-05 | global batch size:  1024 | lm loss: 8.112621E+00 | loss scale: 1.0 | grad norm: 2.956 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-21 00:42:56.643305] iteration       37/   10000 | consumed samples:        37888 | elapsed time per iteration (ms): 9082.5 | learning rate: 2.220000E-05 | global batch size:  1024 | lm loss: 8.047318E+00 | loss scale: 1.0 | grad norm: 3.284 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-21 00:43:05.702265] iteration       38/   10000 | consumed samples:        38912 | elapsed time per iteration (ms): 9058.8 | learning rate: 2.280000E-05 | global batch size:  1024 | lm loss: 8.009438E+00 | loss scale: 1.0 | grad norm: 3.863 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-21 00:43:14.773675] iteration       39/   10000 | consumed samples:        39936 | elapsed time per iteration (ms): 9071.2 | learning rate: 2.340000E-05 | global batch size:  1024 | lm loss: 7.997430E+00 | loss scale: 1.0 | grad norm: 2.024 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-21 00:43:23.837059] iteration       40/   10000 | consumed samples:        40960 | elapsed time per iteration (ms): 9063.2 | learning rate: 2.400000E-05 | global batch size:  1024 | lm loss: 7.944572E+00 | loss scale: 1.0 | grad norm: 3.236 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-21 00:43:32.909135] iteration       41/   10000 | consumed samples:        41984 | elapsed time per iteration (ms): 9071.9 | learning rate: 2.460000E-05 | global batch size:  1024 | lm loss: 7.895031E+00 | loss scale: 1.0 | grad norm: 1.675 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-21 00:43:41.973640] iteration       42/   10000 | consumed samples:        43008 | elapsed time per iteration (ms): 9064.3 | learning rate: 2.520000E-05 | global batch size:  1024 | lm loss: 7.836355E+00 | loss scale: 1.0 | grad norm: 2.762 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-21 00:43:51.032477] iteration       43/   10000 | consumed samples:        44032 | elapsed time per iteration (ms): 9058.7 | learning rate: 2.580000E-05 | global batch size:  1024 | lm loss: 7.787713E+00 | loss scale: 1.0 | grad norm: 1.781 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-21 00:44:00.091455] iteration       44/   10000 | consumed samples:        45056 | elapsed time per iteration (ms): 9058.8 | learning rate: 2.640000E-05 | global batch size:  1024 | lm loss: 7.764870E+00 | loss scale: 1.0 | grad norm: 2.749 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-21 00:44:09.155723] iteration       45/   10000 | consumed samples:        46080 | elapsed time per iteration (ms): 9064.1 | learning rate: 2.700000E-05 | global batch size:  1024 | lm loss: 7.725361E+00 | loss scale: 1.0 | grad norm: 3.741 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-21 00:44:18.209146] iteration       46/   10000 | consumed samples:        47104 | elapsed time per iteration (ms): 9053.3 | learning rate: 2.760000E-05 | global batch size:  1024 | lm loss: 7.699100E+00 | loss scale: 1.0 | grad norm: 3.013 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-21 00:44:27.246494] iteration       47/   10000 | consumed samples:        48128 | elapsed time per iteration (ms): 9037.2 | learning rate: 2.820000E-05 | global batch size:  1024 | lm loss: 7.638893E+00 | loss scale: 1.0 | grad norm: 1.871 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-21 00:44:36.294317] iteration       48/   10000 | consumed samples:        49152 | elapsed time per iteration (ms): 9047.7 | learning rate: 2.880000E-05 | global batch size:  1024 | lm loss: 7.627225E+00 | loss scale: 1.0 | grad norm: 2.727 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-21 00:44:45.337013] iteration       49/   10000 | consumed samples:        50176 | elapsed time per iteration (ms): 9042.5 | learning rate: 2.940000E-05 | global batch size:  1024 | lm loss: 7.596092E+00 | loss scale: 1.0 | grad norm: 2.129 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-21 00:44:54.389439] iteration       50/   10000 | consumed samples:        51200 | elapsed time per iteration (ms): 9052.3 | learning rate: 3.000000E-05 | global batch size:  1024 | lm loss: 7.505267E+00 | loss scale: 1.0 | grad norm: 1.461 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-21 00:45:03.457413] iteration       51/   10000 | consumed samples:        52224 | elapsed time per iteration (ms): 9067.8 | learning rate: 3.060000E-05 | global batch size:  1024 | lm loss: 7.488525E+00 | loss scale: 1.0 | grad norm: 2.188 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-21 00:45:12.531865] iteration       52/   10000 | consumed samples:        53248 | elapsed time per iteration (ms): 9074.3 | learning rate: 3.120000E-05 | global batch size:  1024 | lm loss: 7.455185E+00 | loss scale: 1.0 | grad norm: 1.958 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-21 00:45:21.595406] iteration       53/   10000 | consumed samples:        54272 | elapsed time per iteration (ms): 9063.4 | learning rate: 3.180000E-05 | global batch size:  1024 | lm loss: 7.404749E+00 | loss scale: 1.0 | grad norm: 1.550 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-21 00:45:30.649766] iteration       54/   10000 | consumed samples:        55296 | elapsed time per iteration (ms): 9054.2 | learning rate: 3.240000E-05 | global batch size:  1024 | lm loss: 7.371321E+00 | loss scale: 1.0 | grad norm: 2.024 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-21 00:45:39.696746] iteration       55/   10000 | consumed samples:        56320 | elapsed time per iteration (ms): 9046.8 | learning rate: 3.300000E-05 | global batch size:  1024 | lm loss: 7.310151E+00 | loss scale: 1.0 | grad norm: 1.188 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-21 00:45:48.744621] iteration       56/   10000 | consumed samples:        57344 | elapsed time per iteration (ms): 9047.7 | learning rate: 3.360000E-05 | global batch size:  1024 | lm loss: 7.284253E+00 | loss scale: 1.0 | grad norm: 1.340 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-21 00:45:57.815960] iteration       57/   10000 | consumed samples:        58368 | elapsed time per iteration (ms): 9071.1 | learning rate: 3.420000E-05 | global batch size:  1024 | lm loss: 7.221616E+00 | loss scale: 1.0 | grad norm: 1.203 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-21 00:46:06.891913] iteration       58/   10000 | consumed samples:        59392 | elapsed time per iteration (ms): 9075.8 | learning rate: 3.480000E-05 | global batch size:  1024 | lm loss: 7.193950E+00 | loss scale: 1.0 | grad norm: 0.947 | number of skipped iterations:   0 | number of nan iterations:   0 |
