iteration,loss,ppl,time
1,10.70036,44371.82611274912,0.00013124768518518517
2,10.70063,44383.808123298215,0.0002493900462962963
3,10.70051,44378.48238587403,0.00035452777777777777
4,10.69778,44257.49435276842,0.00045960416666666665
5,10.69148,43979.54858681378,0.0005647499999999999
6,10.69052,43937.34847946289,0.0006701979166666666
7,10.66211,42706.65321172058,0.0007756747685185184
8,10.65464,42388.82308568234,0.0008811898148148147
9,10.56805,38872.79781378224,0.0009867314814814812
10,10.53885,37754.12423620946,0.001092216435185185
11,10.52394,37195.38598844945,0.001197841435185185
12,10.28143,29185.579105083536,0.001303534722222222
13,10.24844,28238.455551247873,0.001409108796296296
14,10.16716,26034.035015066125,0.0015144814814814812
15,10.12727,25015.97750718196,0.0016198263888888885
16,9.775103,17590.301886891608,0.0017252407407407403
17,9.723961,16713.315232064815,0.0018305659722222217
18,9.642095,15399.572064559343,0.0019357442129629625
19,9.585925,14558.422920727673,0.0020409907407407404
20,9.431158,12470.959744665332,0.002146336805555555
21,9.353638,11540.732350920702,0.002251612268518518
22,9.294805,10881.343540888156,0.002356988425925925
23,9.194643,9844.251896309044,0.0024623668981481476
24,9.145509,9372.254925356347,0.0025679976851851844
25,9.052905,8543.320256148389,0.002673873842592592
26,9.027311,8327.436960498706,0.0027805891203703695
27,8.964254,7818.546916742217,0.0028859837962962953
28,8.914343,7437.893827138243,0.002991145833333332
29,8.881876,7200.2858096427135,0.003096369212962962
30,8.825171,6803.3539669508555,0.003201806712962962
31,8.767784,6423.921270337183,0.003307034722222221
32,8.732671,6202.272275882692,0.0034123287037037026
33,8.694489,5969.921158392325,0.003517474537037036
34,8.677208,5867.641245772563,0.0036227094907407397
35,8.62654,5577.745826441652,0.0037280023148148138
36,8.613191,5503.783258876681,0.0038334363425925914
37,8.580271,5325.548553426742,0.003939269675925925
38,8.567501,5257.973682251956,0.0040450289351851845
39,8.517857,5003.320144767191,0.004150600694444444
40,8.500844,4918.918656176312,0.004256140046296295
41,8.48712,4851.872539323971,0.004361275462962962
42,8.457891,4712.109671514616,0.004466431712962962
43,8.412742,4504.093820109993,0.004571641203703703
44,8.394913,4424.501961348525,0.004676855324074073
45,8.346654,4216.05021192643,0.004782098379629628
46,8.326826,4133.2776869511745,0.00488720023148148
47,8.282503,3954.079066039868,0.00499414236111111
48,8.270737,3907.8280003454265,0.005099177083333332
49,8.210592,3679.7202159565345,0.005204362268518518
50,8.201853,3647.703242914413,0.005309795138888888
51,8.172166,3541.0054810759934,0.005415233796296296
52,8.137469,3420.250250361543,0.005520626157407406
53,8.118586,3356.2716201689946,0.005625943287037036
54,8.085855,3248.195856142345,0.0057312997685185175
55,8.067895,3190.379007978768,0.005836494212962962
56,8.025516,3057.998818116842,0.005941684027777777
57,7.986042,2939.638812810026,0.006048842592592592
58,7.992715,2959.3206179165554,0.006154187499999999
59,7.958686,2860.3120321126985,0.006259560185185184
60,7.925967,2768.239949670093,0.006364913194444443
61,7.900611,2698.930871349705,0.006470107638888887
62,7.879715,2643.1191633871076,0.006575458333333332
63,7.875648,2632.3914273875967,0.0066808553240740726
64,7.861964,2596.61512283419,0.006786388888888887
65,7.847925,2560.4159378538056,0.006891861111111109
66,7.791326,2419.5237445248645,0.006997314814814813
67,7.751246,2324.4668967275434,0.007102552083333331
68,7.754388,2331.7818575025644,0.007207990740740739
69,7.752625,2327.674547745191,0.007313429398148146
70,7.696896,2201.503907234894,0.007418903935185183
71,7.691761,2190.228159929226,0.007524390046296294
72,7.683234,2171.6314840170635,0.007629696759259257
73,7.637821,2075.2169885653025,0.007735206018518516
74,7.640358,2080.4884981477503,0.007840622685185183
75,7.595341,1988.90795348937,0.007945938657407406
76,7.591525,1981.3327434320672,0.008051229166666665
77,7.574216,1947.3329550062742,0.00815665509259259
78,7.530557,1864.1435423889723,0.008261979166666664
79,7.498653,1805.6086208517747,0.00836731134259259
80,7.529287,1861.7775827924868,0.008472767361111109
81,7.478148,1768.961623447615,0.008578131944444442
82,7.484749,1780.6771637244076,0.00868356134259259
83,7.432518,1690.057785607968,0.008788796296296295
84,7.38593,1613.1273060075866,0.008894082175925924
85,7.404392,1643.185475532992,0.008999277777777776
86,7.382192,1607.108691935425,0.00910447222222222
87,7.356995,1567.1202838444092,0.009209886574074072
88,7.337974,1537.5937908515723,0.009315144675925924
89,7.31891,1508.5587442470178,0.009420468749999997
90,7.262517,1425.8408658906578,0.009525935185185182
91,7.257002,1417.9989973437953,0.009631281249999997
92,7.271266,1438.3702776160435,0.009736719907407404
93,7.21374,1357.9615581189955,0.009842109953703701
94,7.18426,1318.5131774273284,0.009947340277777775
95,7.160253,1287.23656256232,0.0100527037037037
96,7.152932,1277.8471156952346,0.010158050925925923
97,7.12297,1240.1281499586212,0.01026356597222222
98,7.12089,1237.5513641929215,0.010368961805555554
99,7.063304,1168.2988553900593,0.010474444444444442
100,7.054827,1158.4370443344321,0.010580074074074072
101,7.04469,1146.7532871896392,0.010685644675925924
102,7.003581,1100.567241540524,0.010791194444444442
103,6.974877,1069.4256418302657,0.01089675347222222
104,6.980838,1075.8195261202518,0.01100203935185185
105,6.938506,1031.2284082756225,0.011107209490740738
106,6.928573,1021.0359212857612,0.011212506944444442
107,6.891989,984.3573581755595,0.011317847222222219
108,6.864044,957.2302900832927,0.011423371527777774
109,6.834034,928.9305702365253,0.011529103009259255
110,6.842842,937.14873034536,0.01163564583333333
111,6.80292,900.4728371729627,0.01174119907407407
112,6.79224,890.90695998156,0.011846726851851848
113,6.771622,872.726308663028,0.011952182870370366
114,6.731525,838.4248894750519,0.012057611111111107
115,6.711108,821.4803355977386,0.01216302083333333
116,6.715144,824.8025299106513,0.012268380787037033
117,6.675808,792.9879293354334,0.012373767361111107
118,6.63868,764.0857338868237,0.012479163194444441
119,6.63231,759.233977013367,0.012584501157407404
120,6.59565,731.904470014454,0.012689988425925922
121,6.592638,729.7032903914007,0.012795556712962959
122,6.565967,710.4986162761983,0.012901309027777775
123,6.555059,702.7906132459506,0.013007137731481478
124,6.533953,688.1129527728865,0.013112938657407404
125,6.514818,675.071087404053,0.013218430555555553
126,6.48137,652.8647585892019,0.01332397222222222
127,6.475897,649.3013898187608,0.013429374999999997
128,6.455849,636.4138122804317,0.013534709490740737
129,6.414717,610.7678890452905,0.013639952546296293
130,6.41347,610.0067361651055,0.013745290509259257
131,6.405252,605.014243058995,0.013850605324074072
132,6.413448,609.9933161645301,0.013955953703703701
133,6.349939,572.4577880235222,0.014061731481481479
134,6.332693,562.6698252117338,0.014168652777777775
135,6.326159,559.005325531667,0.014274324074074071
136,6.339333,566.418384294599,0.014379887731481479
137,6.295397,542.0710058704439,0.014485444444444441
138,6.273781,530.4793331549054,0.014591100694444442
139,6.255459,520.8483893100865,0.014696563657407406
140,6.266804,526.7910603487968,0.014802141203703701
141,6.219651,502.5278192035808,0.014907331018518516
142,6.214549,499.97045166204276,0.015012622685185183
143,6.179432,482.7176948192265,0.015117935185185182
144,6.196512,491.0333263838453,0.015224892361111108
145,6.165556,476.06576192810536,0.015330130787037034
146,6.163983,475.3174991475569,0.015435685185185182
147,6.146643,467.14654065542635,0.015541254629629627
148,6.115534,452.83779820221787,0.015646769675925924
149,6.096079,444.1129846532527,0.015752305555555554
150,6.105083,448.12983468812,0.015857835648148147
151,6.077321,435.8599603944215,0.015963188657407406
152,6.052971,425.3749435012413,0.016068531249999997
153,6.049851,424.0498419109206,0.016173971064814812
154,6.04678,422.7495824167652,0.016279309027777775
155,6.008116,406.7163444166253,0.01638480671296296
156,6.021613,412.24300770578026,0.016490138888888888
157,5.983826,396.95622098121976,0.016595565972222222
158,5.993718,400.90239753010104,0.01670093865740741
159,5.989857,399.3574977215102,0.016806333333333333
160,5.955415,385.8369998121497,0.016911778935185185
161,5.907423,367.75722287159124,0.017017471064814816
162,5.930241,376.24517798716363,0.017123114583333335
163,5.890145,361.45769193797685,0.017228842592592594
164,5.878837,357.39335144780864,0.01733418865740741
165,5.886321,360.07811715212,0.017439621527777782
166,5.864335,352.2478333948344,0.01754511226851852
167,5.884621,359.46650437112214,0.017650431712962968
168,5.847354,346.3168127853946,0.017755839120370376
169,5.845144,345.5522977294397,0.017861224537037042
170,5.841386,344.2561491831023,0.01796652893518519
171,5.799537,330.14666661094043,0.018071840277777782
172,5.827939,339.6579222121772,0.018177192129629635
173,5.790682,327.23612332669035,0.01828289583333334
174,5.78513,325.4243425274439,0.01838867708333334
175,5.795149,328.7011568057496,0.018494434027777784
176,5.773618,321.69953860372055,0.018600077546296303
177,5.748354,313.6739278463275,0.018705571759259267
178,5.751509,314.66513189085737,0.018811201388888896
179,5.747706,313.4707329833289,0.018916706018518525
180,5.742398,311.8112385272737,0.019022180555555563
181,5.725171,306.4856698121836,0.019127707175925934
182,5.68345,293.9618508777361,0.019233199074074083
183,5.677482,292.21271117616027,0.01933885300925927
