> setting tensorboard ...
WARNING: one_logger package is required to enable e2e metrics tracking. please go to https://confluence.nvidia.com/display/MLWFO/Package+Repositories for details to install it
INFO:megatron.core.timers:(min, max) time across ranks (ms):
    startup-program-entry-spread ...................: (0.02, 3.56)
    startup-library-setup ..........................: (8282.62, 8852.67)
    startup-program-setup ..........................: (47.99, 52.61)
    startup-in-process-setup .......................: (0.00, 0.00)
    startup-in-job-setup ...........................: (35.95, 38.51)
    startup-initialize-megatron ....................: (2341.37, 2911.52)
    startup-set-jit-fusion-options .................: (3014.31, 3297.90)
    all-reduce-start-timestamps-tensor .............: (2.87, 286.45)
    startup-megatron-init-local ....................: (5678.10, 6249.47)
    startup-megatron-init-global ...................: (14581.81, 14582.87)
INFO:megatron.core.timers:(min, max) time across ranks (ms):
    load-checkpoint ................................: (0.37, 0.39)
INFO:megatron.core.timers:(min, max) time across ranks (ms):
    model-and-optimizer-setup ......................: (174.67, 176.06)
    train/valid/test-data-iterators-setup ..........: (234.15, 241.43)
 [2026-03-26 00:51:21.437810] iteration        1/  100000 | consumed samples:         1024 | elapsed time per iteration (ms): 3641.3 | learning rate: 1.500000E-07 | global batch size:  1024 | lm loss: 1.070036E+01 | loss scale: 1.0 | grad norm: 9.973 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-26 00:51:23.720032] iteration        2/  100000 | consumed samples:         2048 | elapsed time per iteration (ms): 2961.6 | learning rate: 3.000000E-07 | global batch size:  1024 | lm loss: 1.070063E+01 | loss scale: 1.0 | grad norm: 9.896 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-26 00:51:26.011537] iteration        3/  100000 | consumed samples:         3072 | elapsed time per iteration (ms): 2291.2 | learning rate: 4.500000E-07 | global batch size:  1024 | lm loss: 1.070051E+01 | loss scale: 1.0 | grad norm: 9.894 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-26 00:51:28.292422] iteration        4/  100000 | consumed samples:         4096 | elapsed time per iteration (ms): 2280.6 | learning rate: 6.000000E-07 | global batch size:  1024 | lm loss: 1.069778E+01 | loss scale: 1.0 | grad norm: 9.979 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-26 00:51:30.580329] iteration        5/  100000 | consumed samples:         5120 | elapsed time per iteration (ms): 2287.6 | learning rate: 7.500000E-07 | global batch size:  1024 | lm loss: 1.069148E+01 | loss scale: 1.0 | grad norm: 10.116 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-26 00:51:32.857897] iteration        6/  100000 | consumed samples:         6144 | elapsed time per iteration (ms): 2277.3 | learning rate: 9.000000E-07 | global batch size:  1024 | lm loss: 1.069051E+01 | loss scale: 1.0 | grad norm: 10.113 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-26 00:51:35.147687] iteration        7/  100000 | consumed samples:         7168 | elapsed time per iteration (ms): 2289.5 | learning rate: 1.050000E-06 | global batch size:  1024 | lm loss: 1.066212E+01 | loss scale: 1.0 | grad norm: 9.948 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-26 00:51:37.432596] iteration        8/  100000 | consumed samples:         8192 | elapsed time per iteration (ms): 2284.6 | learning rate: 1.200000E-06 | global batch size:  1024 | lm loss: 1.065466E+01 | loss scale: 1.0 | grad norm: 10.188 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-26 00:51:39.705730] iteration        9/  100000 | consumed samples:         9216 | elapsed time per iteration (ms): 2272.7 | learning rate: 1.350000E-06 | global batch size:  1024 | lm loss: 1.056811E+01 | loss scale: 1.0 | grad norm: 9.975 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-26 00:51:41.983046] iteration       10/  100000 | consumed samples:        10240 | elapsed time per iteration (ms): 2277.0 | learning rate: 1.500000E-06 | global batch size:  1024 | lm loss: 1.053887E+01 | loss scale: 1.0 | grad norm: 9.918 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-26 00:51:44.250236] iteration       11/  100000 | consumed samples:        11264 | elapsed time per iteration (ms): 2266.9 | learning rate: 1.650000E-06 | global batch size:  1024 | lm loss: 1.052399E+01 | loss scale: 1.0 | grad norm: 10.174 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-26 00:51:46.527625] iteration       12/  100000 | consumed samples:        12288 | elapsed time per iteration (ms): 2277.1 | learning rate: 1.800000E-06 | global batch size:  1024 | lm loss: 1.028174E+01 | loss scale: 1.0 | grad norm: 10.350 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-26 00:51:48.806262] iteration       13/  100000 | consumed samples:        13312 | elapsed time per iteration (ms): 2278.4 | learning rate: 1.950000E-06 | global batch size:  1024 | lm loss: 1.024858E+01 | loss scale: 1.0 | grad norm: 10.568 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-26 00:51:51.095281] iteration       14/  100000 | consumed samples:        14336 | elapsed time per iteration (ms): 2288.8 | learning rate: 2.100000E-06 | global batch size:  1024 | lm loss: 1.016724E+01 | loss scale: 1.0 | grad norm: 10.761 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-26 00:51:53.373975] iteration       15/  100000 | consumed samples:        15360 | elapsed time per iteration (ms): 2278.4 | learning rate: 2.250000E-06 | global batch size:  1024 | lm loss: 1.012712E+01 | loss scale: 1.0 | grad norm: 10.932 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-26 00:51:55.657347] iteration       16/  100000 | consumed samples:        16384 | elapsed time per iteration (ms): 2283.1 | learning rate: 2.400000E-06 | global batch size:  1024 | lm loss: 9.775339E+00 | loss scale: 1.0 | grad norm: 10.261 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-26 00:51:57.941776] iteration       17/  100000 | consumed samples:        17408 | elapsed time per iteration (ms): 2284.2 | learning rate: 2.550000E-06 | global batch size:  1024 | lm loss: 9.722816E+00 | loss scale: 1.0 | grad norm: 10.014 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-26 00:52:00.230320] iteration       18/  100000 | consumed samples:        18432 | elapsed time per iteration (ms): 2288.3 | learning rate: 2.700000E-06 | global batch size:  1024 | lm loss: 9.640671E+00 | loss scale: 1.0 | grad norm: 9.186 | number of skipped iterations:   0 | number of nan iterations:   0 |
